,_unit_id,civilians,militants_terrorists_insurgents,security_forces,districtmatch,eventid,report_date,state_full,svmlabel1,svmlabel1prob,verb
5491,711606842,1.0,0.0,0.0,baramulla,42215,10-12-2002,,civilian,0.685429919,injured
5492,711606843,1.0,1.0,1.0,patan,42218,10-12-2002,,civilian,0.895373713,injured
5493,711606844,0.0,1.0,0.0,karnal,42239,10/13/02,,terrorist,0.983285612,killed
5494,711606845,0.0,1.0,0.0,kupwara,42242,10/13/02,,terrorist,0.98459982,killed
5495,711606846,0.0,3.0,0.0,doda,42277,10/14/02,Jammu and Kashmir,terrorist,0.983285612,killed
5496,711606847,3.0,0.0,0.0,doda,42283,10/14/02,Jammu and Kashmir,civilian,0.9268093629999999,injured
5497,711606848,3.0,0.0,0.0,bongaigaon,42293,10/14/02,Assam,civilian,0.914350992,killed
5498,711606849,0.0,1.0,0.0,churachandpur,42304,10/14/02,Manipur,terrorist,0.998744689,killed
5499,711606850,0.0,1.0,0.0,jalpaiguri,42306,10/14/02,West Bengal,civilian,0.9526775759999999,killed
5500,711606851,0.0,2.0,0.0,sivasagar,42313,10/14/02,,terrorist,0.9999997740000001,arrested
5501,711606852,0.0,2.0,0.0,aurangabad,42316,10/14/02,Bihar,terrorist,0.9999997709999999,arrested
5502,711606853,0.0,4.0,0.0,kupwara,42356,10/15/02,,terrorist,0.983285612,killed
5503,711606854,0.0,2.0,0.0,kupwara,42359,10/15/02,,terrorist,0.9795517970000001,killed
5504,711606855,1.0,0.0,0.0,shopian,42362,10/15/02,,civilian,0.9163806520000001,injured
5505,711606856,1.0,1.0,1.0,doda,42363,10/15/02,,civilian,0.9268093629999999,killed
5506,711606857,0.0,0.0,5.0,guntur,42365,10/15/02,Andhra Pradesh,security,0.99940462,killed
5507,711606858,0.0,3.0,0.0,poonch,42391,10/16/02,,terrorist,0.983285612,killed
5508,711606859,0.0,1.0,1.0,poonch,42394,10/16/02,,security,0.8706509170000001,killed
5509,711606860,0.0,2.0,0.0,rajouri,42399,10/16/02,,terrorist,0.9950770290000001,killed
5510,711606861,1.0,1.0,0.0,guntur,42413,10/16/02,Andhra Pradesh,civilian,0.95605616,killed
5511,711606862,1.0,0.0,0.0,doda,42439,10/17/02,,civilian,0.707255539,killed
5512,711606863,1.0,0.0,0.0,doda,42439,10/17/02,,civilian,0.782048909,injuring
5513,711606864,1.0,0.0,0.0,rajouri,42442,10/17/02,,civilian,0.9544001059999999,killed
5514,711606865,0.0,1.0,0.0,kupwara,42444,10/17/02,,terrorist,0.9795517970000001,killed
5515,711606866,0.0,0.0,1.0,anantnag,42446,10/17/02,,terrorist,0.987515575,killed
5516,711606867,0.0,0.0,1.0,guntur,42459,10/17/02,Andhra Pradesh,civilian,0.757943485,killed
5517,711606868,5.0,0.0,0.0,bongaigaon,42472,10/17/02,Assam,civilian,0.895373713,killing
5518,711606869,19.0,0.0,0.0,bongaigaon,42472,10/17/02,Assam,civilian,0.707255539,injuring
5519,711606870,0.0,0.0,3.0,poonch,42488,10/18/02,Jammu and Kashmir,security,0.9765368390000001,injured
5520,711606871,0.0,3.0,0.0,phek,42504,10/18/02,Nagaland,civilian,0.707255539,killed
5521,711606872,3.0,0.0,0.0,rajouri,42560,10/20/02,,civilian,0.479235701,killed
5522,711606873,0.0,0.0,1.0,udhampur,42571,10/20/02,,security,0.998515259,killed
5523,711606874,0.0,1.0,0.0,poonch,42573,10/20/02,,terrorist,0.979217766,killed
5524,711606875,0.0,0.0,1.0,doda,42575,10/20/02,,security,0.998790118,killed
5525,711606876,2.0,0.0,0.0,doda,42575,10/20/02,,security,0.9767924509999999,injured
5526,711606877,1.0,0.0,0.0,doda,42576,10/20/02,,civilian,0.9268093629999999,killed
5527,711606878,0.0,1.0,0.0,bandipora,42577,10/20/02,,civilian,0.6759626879999999,killed
5528,711606879,1.0,0.0,0.0,pulwama,42582,10/20/02,,civilian,0.9268093629999999,killed
5529,711606880,1.0,0.0,0.0,baramulla,42583,10/20/02,,civilian,0.9268093629999999,killed
5530,711606881,0.0,0.0,4.0,baramulla,42583,10/20/02,,security,0.9765368390000001,injured
5531,711606882,0.0,0.0,1.0,srinagar,42601,10/21/02,,security,0.9928376059999999,injured
5532,711606883,0.0,0.0,1.0,srinagar,42605,10/21/02,,security,0.9765368390000001,injuring
5533,711606884,1.0,0.0,0.0,pulwama,42608,10/21/02,,civilian,0.837050356,killed
5534,711606885,0.0,1.0,0.0,badgam,42610,10/21/02,,security,0.901076821,surrendered
5535,711606886,1.0,0.0,0.0,pulwama,42644,10/22/02,Jammu and Kashmir,civilian,0.837906072,killed
5536,711606887,8.0,0.0,0.0,pulwama,42644,10/22/02,Jammu and Kashmir,civilian,0.9268093629999999,injured
5537,711606888,,3.0,,poonch,42646,10/22/02,Jammu and Kashmir,terrorist,0.983285612,killed
5538,711606889,0.0,1.0,1.0,baramulla,42655,10/22/02,Jammu and Kashmir,security,0.8571033509999999,killed
5539,711606890,,,4.0,baramulla,42655,10/22/02,Jammu and Kashmir,security,0.9765368390000001,injured
5540,711606891,0.0,0.0,1.0,kupwara,42656,10/22/02,Jammu and Kashmir,security,0.9765368390000001,killed
5541,711606892,0.0,1.0,2.0,poonch,42685,10/23/02,Jammu and Kashmir,security,0.901076821,killed
5542,711606893,,3.0,,udhampur,42693,10/23/02,Jammu and Kashmir,terrorist,0.983285612,killed
5543,711606894,1.0,,,doda,42696,10/23/02,Jammu and Kashmir,security,0.9977575759999999,surrendered
5544,711606895,,1.0,,doda,42698,10/23/02,Jammu and Kashmir,security,0.975664193,surrendered
5545,711606896,,2.0,,jammu,42700,10/23/02,Jammu and Kashmir,security,0.999999557,surrendered
5546,711606897,0.0,2.0,0.0,jammu,42700,10/23/02,Jammu and Kashmir,terrorist,0.9795517970000001,arrested
5547,711606898,6.0,0.0,1.0,jammu,42739,10/24/02,Jammu and Kashmir,security,0.998824187,injuring
5548,711606899,0.0,2.0,1.0,srinagar,42803,10/25/02,,security,0.996550625,killed
5549,711606900,1.0,0.0,0.0,budgam,42812,10/25/02,,civilian,0.7239766059999999,killed
5550,711606901,0.0,3.0,0.0,nalbari,42823,10/25/02,Assam,terrorist,0.995693002,killed
5551,711606902,1.0,,,kokrajhar,42825,10/25/02,Assam,civilian,0.9268093629999999,killed
5552,711606903,,1.0,,pulwama,42836,10/26/02,,terrorist,0.565124533,killed
5553,711606904,0.0,0.0,1.0,pulwama,42843,10/26/02,,security,0.999995051,killed
5554,711606905,1.0,0.0,0.0,anantnag,42844,10/26/02,,civilian,0.9268093629999999,injured
5555,711606906,3.0,0.0,0.0,baramulla,42845,10/26/02,,civilian,0.557308876,injured
5556,711606907,0.0,1.0,0.0,badgam,42848,10/26/02,,civilian,0.925829606,arrested
5557,711606908,0.0,0.0,1.0,srinagar,42853,10/26/02,,security,0.9765368390000001,killed
5558,711606909,1.0,0.0,0.0,kupwara,42855,10/26/02,,civilian,0.7938894940000001,killed
5559,711606910,0.0,1.0,0.0,anantnag,42856,10/26/02,,terrorist,0.983285612,killed
5560,711606911,,3.0,,darrang,42899,10/26/02,,terrorist,0.990024426,killed
5561,711606912,8.0,0.0,0.0,west tripura,42911,10/27/02,,civilian,0.890905025,killed
5562,711606913,9.0,0.0,0.0,west tripura,42911,10/27/02,,civilian,0.7795220359999999,injured
5563,711606914,0.0,3.0,0.0,anantnag,42923,10/27/02,Jammu and Kashmir,terrorist,0.9901041429999999,killed
5564,711606915,1.0,1.0,1.0,jammu,42924,10/27/02,Jammu and Kashmir,security,0.9765368390000001,killed
5565,711606916,0.0,1.0,0.0,ujjain,42933,10/27/02,Madhya Pradesh,civilian,0.717729246,arrested
5566,711606917,0.0,1.0,0.0,imphal west,42935,10/27/02,Manipur,security,0.87231515,arrested
5567,711606918,0.0,1.0,0.0,jorhat,42937,10/27/02,Assam,terrorist,0.9068229940000001,arrested
5568,711606919,2.0,2.0,0.0,jammu,42962,10/28/02,Jammu and Kashmir,civilian,0.9268093629999999,killed
5569,711606920,1.0,0.0,0.0,pulwama,42970,10/28/02,Jammu and Kashmir,civilian,0.719485356,injured
5570,711606921,0.0,0.0,1.0,srinagar,43042,10/30/02,Jammu and Kashmir,security,0.9860735709999999,killed
5571,711606922,0.0,0.0,2.0,srinagar,43043,10/30/02,Jammu and Kashmir,security,0.999998822,killed
5572,711606923,1.0,1.0,1.0,srinagar,43044,10/30/02,Jammu and Kashmir,security,0.9987478059999999,killed
5573,711606924,0.0,2.0,0.0,kupwara,43045,10/30/02,Jammu and Kashmir,terrorist,0.997342431,killed
5574,711606925,,1.0,,rajouri,43046,10/30/02,Jammu and Kashmir,terrorist,0.998522823,killed
5575,711606926,0.0,1.0,0.0,udhampur,43049,10/30/02,Jammu and Kashmir,terrorist,0.982471388,killed
5576,711606927,0.0,1.0,0.0,anantnag,43052,10/30/02,Jammu and Kashmir,terrorist,0.983285612,killed
5577,711606928,,,1.0,poonch,43053,10/30/02,Jammu and Kashmir,security,0.9765368390000001,killed
5578,711606929,1.0,1.0,1.0,kupwara,43055,10/30/02,Jammu and Kashmir,civilian,0.9659409170000001,killed
5579,711606930,0.0,2.0,0.0,sivasagar,43063,10/30/02,Assam,terrorist,0.998331448,arrested
5580,711606931,,1.0,,kupwara,43115,10/31/02,Jammu and Kashmir,terrorist,0.9318651859999999,killed
5581,711606932,,1.0,,shopian,43116,10/31/02,Jammu and Kashmir,terrorist,0.983285612,killed
5582,711606933,0.0,1.0,0.0,pulwama,43176,11-01-2002,,terrorist,0.988804563,killed
5583,711606934,0.0,1.0,0.0,kulgam,43177,11-01-2002,,terrorist,0.983285612,killed
5584,711606935,0.0,1.0,0.0,udhampur,43178,11-01-2002,,terrorist,0.9795517970000001,killed
5585,711606936,0.0,0.0,2.0,doda,43181,11-01-2002,,security,0.9765368390000001,injured
5586,711606937,1.0,,,warangal,43205,11-01-2002,Andhra Pradesh,civilian,0.895373713,killed
5587,711606938,0.0,1.0,0.0,warangal,43205,11-01-2002,Andhra Pradesh,terrorist,0.475422832,surrendered
5588,711606939,1.0,0.0,0.0,srinagar,43238,11-02-2002,,civilian,0.9163806520000001,killed
5589,711606940,2.0,0.0,0.0,doda,43244,11-02-2002,,civilian,0.7203693109999999,injured
5590,711606941,2.0,0.0,0.0,north tripura,43246,11-02-2002,,civilian,0.9268093629999999,killed
5591,711606942,0.0,2.0,0.0,south tripura,43249,11-02-2002,,terrorist,0.922900677,surrendered
5592,711606943,0.0,1.0,0.0,warangal,43253,11-02-2002,,terrorist,0.49007387700000005,killed
5593,711606944,0.0,1.0,0.0,west khasi hills,43261,11-02-2002,Meghalaya,terrorist,0.9795517970000001,arrested
5594,711606945,0.0,12.0,0.0,poonch,43293,11-03-2002,,terrorist,0.9795517970000001,killed
5595,711606946,1.0,0.0,0.0,srinagar,43302,11-03-2002,,civilian,0.967304752,killed
5596,711606947,0.0,0.0,2.0,srinagar,43306,11-03-2002,,security,0.9987478059999999,killed
5597,711606948,,,2.0,srinagar,43306,11-03-2002,,security,0.9987478059999999,killed
5598,711606949,2.0,,,budgam,43313,11-03-2002,,civilian,0.9268093629999999,killed
5599,711606950,0.0,0.0,5.0,rajouri,43318,11-03-2002,,security,0.9765368390000001,injured
5600,711606951,0.0,3.0,0.0,kupwara,43371,11-04-2002,,terrorist,0.546761292,killed
5601,711606952,0.0,0.0,1.0,baramulla,43373,11-04-2002,,security,0.9765368390000001,killed
5602,711606953,0.0,1.0,0.0,kupwara,43374,11-04-2002,,terrorist,0.991181674,killed
5603,711606954,0.0,0.0,3.0,anantnag,43380,11-04-2002,,security,0.9765368390000001,injured
5604,711606955,2.0,0.0,0.0,gaya,43381,11-04-2002,Bihar,civilian,0.895373713,killed
5605,711606956,0.0,2.0,0.0,bhojpur,43382,11-04-2002,Bihar,civilian,0.7404033609999999,arrested
5606,711606957,1.0,0.0,0.0,karimnagar,43391,11-04-2002,Andhra Pradesh,public,0.878100749,killed
5607,711606958,0.0,1.0,0.0,nalgonda,43392,11-04-2002,Andhra Pradesh,terrorist,0.54557346,arrested
5608,711606959,30.0,,,guntur,43393,11-04-2002,Andhra Pradesh,civilian,0.895373713,arrested
5609,711606960,0.0,3.0,0.0,kanpur,43413,11-04-2002,,civilian,0.895373713,arrested
5610,711606961,0.0,1.0,0.0,kanpur,43414,11-04-2002,,civilian,0.895373713,arrested
5611,711606962,0.0,2.0,0.0,bastar,43418,11-05-2002,,terrorist,0.985842698,killed
5612,711606963,0.0,4.0,0.0,bastar,43418,11-05-2002,,civilian,0.7795220359999999,injured
5613,711606964,0.0,2.0,0.0,tuensang,43426,11-05-2002,Nagaland,terrorist,0.9795517970000001,killed
5614,711606965,,1.0,,tuensang,43426,11-05-2002,Nagaland,civilian,0.707255539,injured
5615,711606966,2.0,0.0,0.0,zunheboto,43428,11-05-2002,Nagaland,civilian,0.904347693,killed
5616,711606967,0.0,1.0,0.0,zunheboto,43428,11-05-2002,Nagaland,terrorist,0.9851274240000001,injured
5617,711606968,0.0,4.0,0.0,patiala,43436,11-05-2002,,civilian,0.9637218009999999,arrested
5618,711606969,4.0,0.0,0.0,poonch,43443,11-06-2002,,civilian,0.9268093629999999,killed
5619,711606970,1.0,0.0,0.0,poonch,43443,11-06-2002,,civilian,0.707255539,injured
5620,711606971,1.0,,,doda,43445,11-06-2002,,civilian,0.838656215,killed
5621,711606972,1.0,0.0,0.0,doda,43446,11-06-2002,,civilian,0.9268093629999999,killed
5622,711606973,1.0,0.0,0.0,kupwara,43447,11-06-2002,,civilian,0.962616136,killed
5623,711606974,0.0,5.0,0.0,karbi anglong,43455,11-06-2002,Assam,security,0.7092864720000001,arrested
5624,711606975,1.0,0.0,0.0,dibrugarh,43462,11-06-2002,,civilian,0.707255539,arrested
5625,711606976,,2.0,,bandipore,43496,11-07-2002,,terrorist,0.998373053,killed
5626,711606977,,2.0,,kupwara,43498,11-07-2002,,terrorist,0.983285612,killed
5627,711606978,0.0,1.0,0.0,poonch,43499,11-07-2002,,terrorist,0.997735009,killed
5628,711606979,0.0,1.0,1.0,poonch,43501,11-07-2002,,security,0.962048065,killed
5629,711606980,0.0,1.0,0.0,rajouri,43503,11-07-2002,,terrorist,0.9795517970000001,killed
5630,711606981,1.0,0.0,0.0,rajouri,43504,11-07-2002,,civilian,0.8028159559999999,injured
5631,711606982,0.0,1.0,0.0,poonch,43505,11-07-2002,,terrorist,0.983285612,killed
5632,711606983,1.0,0.0,0.0,anantnag,43508,11-07-2002,,civilian,0.9268093629999999,killed
5633,711606984,12.0,,,anantnag,43508,11-07-2002,,civilian,0.7795220359999999,injured
5634,711606985,,,2.0,kathua,43570,11-08-2002,,security,0.993259021,killed
5635,711606986,,3.0,,udhampur,43572,11-08-2002,,terrorist,0.9795517970000001,killed
5636,711606987,0.0,1.0,0.0,pulwama,43573,11-08-2002,,terrorist,0.9795517970000001,killed
5637,711606988,12.0,0.0,0.0,anantnag,43574,11-08-2002,,civilian,0.707255539,injured
5638,711606989,0.0,2.0,0.0,tinsukia,43582,11-08-2002,Assam,terrorist,0.9887418859999999,killed
5639,711606990,0.0,0.0,3.0,chandel,43594,11-08-2002,Manipur,security,0.990333322,killed
5640,711606991,1.0,0.0,0.0,south tripura,43597,11-08-2002,Tripura,civilian,0.895373713,killed
5641,711606992,,37.0,,bokaro,43601,11-08-2002,,terrorist,0.9999993859999999,surrendered
5642,711606993,0.0,2.0,0.0,mumbai,43630,11-08-2002,Maharashtra,terrorist,0.9795517970000001,killed
5643,711606994,3.0,0.0,0.0,kupwara,43634,11-09-2002,,civilian,0.9269413470000001,killed
5644,711606995,0.0,0.0,1.0,anantnag,43635,11-09-2002,,security,0.998790118,killed
5645,711606996,1.0,0.0,1.0,kupwara,43637,11-09-2002,,civilian,0.908112812,killed
5646,711606997,0.0,3.0,2.0,udhampur,43639,11-09-2002,,security,0.9968622970000001,killed
5647,711606998,1.0,1.0,1.0,rajouri,43640,11-09-2002,,terrorist,0.979217766,killed
5648,711606999,,1.0,,west tripura,43651,11-09-2002,Tripura,terrorist,0.884475,killed
5649,711607000,0.0,2.0,0.0,budgam,43683,11-10-2002,,terrorist,0.983285612,killed
5650,711607001,0.0,2.0,0.0,anantnag,43684,11-10-2002,,terrorist,0.9740153859999999,killed
5651,711607002,,1.0,,kulgam,43685,11-10-2002,,terrorist,0.9922720140000001,killed
5652,711607003,0.0,2.0,0.0,bangalore,43705,11-10-2002,,civilian,0.47805882200000005,arrested
5653,711607004,2.0,2.0,2.0,east midnapore,43710,11-10-2002,West Bengal,terrorist,0.992699074,arrested
5654,711607005,0.0,4.0,0.0,west midnapore,43711,11-10-2002,West Bengal,civilian,0.6763366190000001,arrested
5655,711607006,0.0,2.0,0.0,budgam,43730,11-11-2002,,terrorist,0.9922720140000001,killed
5656,711607007,0.0,1.0,0.0,anantnag,43731,11-11-2002,,terrorist,0.973702829,killed
5657,711607008,1.0,0.0,0.0,poonch,43734,11-11-2002,,civilian,0.895373713,injured
5658,711607009,2.0,0.0,0.0,nawada,43749,11-11-2002,,civilian,0.895373713,killed
5659,711607010,,2.0,,churachandpur,43750,11-11-2002,,terrorist,0.998744689,injured
5660,711607011,1.0,0.0,0.0,siliguri,43797,11-11-2002,,civilian,0.707058717,arrested
5661,711607012,0.0,0.0,8.0,jammu,43807,11-12-2002,,security,0.99999874,killed
5662,711607013,0.0,0.0,6.0,jammu,43807,11-12-2002,,civilian,0.7795220359999999,injured
5663,711607014,1.0,0.0,0.0,srinagar,43812,11-12-2002,,civilian,0.947844703,killed
5664,711607015,0.0,1.0,0.0,kupwara,43816,11-12-2002,,terrorist,0.983285612,killed
5665,711607016,7.0,7.0,7.0,karimnagar,43817,11-12-2002,,civilian,0.594840088,killed
5666,711607017,0.0,3.0,1.0,poonch,43863,11/13/02,,security,0.996586755,killed
5667,711607018,0.0,0.0,2.0,poonch,43863,11/13/02,,security,0.9765368390000001,injured
5668,711607019,,1.0,,poonch,43871,11/13/02,,terrorist,0.982056959,killed
5669,711607020,0.0,2.0,0.0,kupwara,43875,11/13/02,,terrorist,0.9795517970000001,killed
5670,711607021,,3.0,,guntur,43888,11/13/02,,terrorist,0.9858393540000001,killed
5671,711607022,0.0,1.0,0.0,anantnag,43932,11/14/02,,terrorist,0.9922720140000001,killed
5672,711607023,1.0,0.0,0.0,anantnag,43934,11/14/02,,civilian,0.9268093629999999,killed
5673,711607024,,1.0,,poonch,43937,11/14/02,,terrorist,0.9795517970000001,killed
5674,711607025,1.0,1.0,1.0,doda,44001,11/15/02,,civilian,0.707255539,killed
5675,711607026,1.0,,,udhampur,44003,11/15/02,,civilian,0.9268093629999999,killed
5676,711607027,1.0,0.0,0.0,bandipore,44004,11/15/02,,civilian,0.9268093629999999,killed
5677,711607028,5.0,,,jammu,44007,11/15/02,,civilian,0.9268093629999999,injured
5678,711607029,0.0,1.0,0.0,udhampur,44014,11/15/02,,civilian,0.587275022,surrendered
5679,711607030,0.0,1.0,0.0,porbandar,44031,11/15/02,,security,0.968161983,arrested
5680,711607031,0.0,1.0,0.0,poonch,44099,11/16/02,Jammu and Kashmir,terrorist,0.53907784,killed
5681,711607032,1.0,0.0,0.0,doda,44102,11/16/02,Jammu and Kashmir,terrorist,0.820783605,killed
5682,711607033,,3.0,,mandi,44130,11/17/02,,terrorist,0.993758325,killed
5683,711607034,0.0,1.0,0.0,poonch,44133,11/17/02,,terrorist,0.9795517970000001,killed
5684,711607035,0.0,3.0,0.0,kupwara,44134,11/17/02,,civilian,0.674978333,killed
5685,711607036,0.0,1.0,0.0,kupwara,44136,11/17/02,,terrorist,0.995414638,killed
5686,711607037,0.0,2.0,0.0,poonch,44167,11/18/02,,terrorist,0.9795517970000001,killed
5687,711607038,0.0,1.0,0.0,rajouri,44170,11/18/02,,terrorist,0.983285612,killed
5688,711607039,1.0,,,udhampur,44172,11/18/02,,civilian,0.9268093629999999,killed
5689,711607040,1.0,,,jammu,44177,11/18/02,,terrorist,0.977760773,arrested
5690,711607041,0.0,1.0,0.0,srinagar,44178,11/18/02,,civilian,0.8974957579999999,arrested
5691,711607042,0.0,5.0,0.0,warangal,44181,11/18/02,,terrorist,0.8888111559999999,killed
5692,711607043,0.0,4.0,0.0,gumla,44208,11/18/02,,terrorist,0.9999988329999999,arrested
5693,711607044,20.0,,,warangal,44235,11/19/02,,civilian,0.85489438,killed
5694,711607045,16.0,0.0,0.0,warangal,44235,11/19/02,,civilian,0.707255539,injured
5695,711607046,0.0,1.0,0.0,budgam,44245,11/19/02,,terrorist,0.990165376,killed
5696,711607047,1.0,0.0,1.0,bandipore,44292,11/20/02,,security,0.9985672459999999,killed
5697,711607048,0.0,4.0,0.0,imphal east,44318,11/20/02,,terrorist,0.98291936,arrested
5698,711607049,1.0,0.0,0.0,ukhrul,44322,11/20/02,,terrorist,0.9802508209999999,arrested
5699,711607050,,0.0,1.0,baramulla,44361,11/21/02,,civilian,0.757557632,killed
5700,711607051,0.0,0.0,2.0,baramulla,44361,11/21/02,,security,0.9987478059999999,injured
5701,711607052,1.0,,,srinagar,44362,11/21/02,,civilian,0.7066646409999999,killed
5702,711607053,1.0,1.0,1.0,rajouri,44364,11/21/02,,terrorist,0.986001749,killed
5703,711607054,1.0,,,pulwama,44367,11/21/02,,civilian,0.9268093629999999,injured
5704,711607055,0.0,2.0,0.0,srinagar,44368,11/21/02,,terrorist,0.9854745309999999,arrested
5705,711607056,0.0,3.0,1.0,kupwara,44416,11/22/02,,security,0.865280185,killed
5706,711607057,0.0,1.0,0.0,kupwara,44418,11/22/02,,terrorist,0.9795517970000001,killed
5707,711607058,1.0,0.0,0.0,anantnag,44423,11/22/02,,civilian,0.707255539,killed
5708,711607059,0.0,3.0,0.0,dibrugarh,44479,11/22/02,Assam,terrorist,0.986631112,arrested
5709,711607060,0.0,0.0,6.0,srinagar,44493,11/23/02,Jammu and Kashmir,security,0.9999999209999999,killed
5710,711607061,0.0,4.0,1.0,kupwara,44500,11/23/02,Jammu and Kashmir,terrorist,0.9402695259999999,killed
5711,711607062,0.0,2.0,0.0,kupwara,44501,11/23/02,Jammu and Kashmir,terrorist,0.983285612,killed
5712,711607063,0.0,1.0,0.0,hyderabad,44515,11/23/02,Andhra Pradesh,civilian,0.7677234820000001,killed
5713,711607064,0.0,1.0,0.0,hyderabad,44516,11/23/02,Andhra Pradesh,civilian,0.707058717,arrested
5714,711607065,10.0,0.0,9.0,jammu,44540,11/24/02,,security,0.998295099,killed
5715,711607066,34.0,0.0,0.0,srinagar,44541,11/24/02,,civilian,0.707058717,injured
5716,711607067,0.0,0.0,1.0,srinagar,44544,11/24/02,,security,0.9987478059999999,killed
5717,711607068,0.0,0.0,1.0,srinagar,44549,11/24/02,,civilian,0.7975671259999999,killed
5718,711607069,2.0,2.0,2.0,baramulla,44552,11/24/02,,security,0.9765368390000001,injured
5719,711607070,2.0,2.0,2.0,kupwara,44553,11/24/02,,security,0.901076821,killed
5720,711607071,0.0,1.0,0.0,kokrajhar,44560,11/24/02,Assam,security,0.997689588,arrested
5721,711607072,0.0,1.0,0.0,mahbubnagar,44564,11/24/02,,terrorist,0.958498602,surrendered
5722,711607073,1.0,1.0,1.0,poonch,44587,11/25/02,Jammu and Kashmir,security,0.9960617420000001,killed
5723,711607074,0.0,1.0,0.0,karimnagar,44606,11/25/02,Andhra Pradesh,civilian,0.5953806970000001,killed
5724,711607075,1.0,1.0,0.0,hyderabad,44609,11/25/02,Andhra Pradesh,terrorist,0.9795517970000001,killed
5725,711607076,1.0,1.0,0.0,hyderabad,44609,11/25/02,Andhra Pradesh,civilian,0.7203693109999999,killed
5726,711607077,0.0,1.0,0.0,ranga reddy,44612,11/25/02,Andhra Pradesh,civilian,0.7675138640000001,killed
5727,711607078,1.0,0.0,0.0,west tripura,44613,11/25/02,Tripura,civilian,0.97368447,killed
5728,711607079,0.0,1.0,0.0,rohtas,44618,11/25/02,Bihar,terrorist,0.999995931,killed
5729,711607080,0.0,1.0,0.0,dharmapuri,44620,11/25/02,Tamil Nadu,terrorist,0.921383524,killed
5730,711607081,0.0,1.0,0.0,dharmapuri,44620,11/25/02,Tamil Nadu,security,0.98974048,injured
5731,711607082,0.0,6.0,0.0,garwah,44628,11/25/02,,terrorist,0.9580188690000001,arrested
5732,711607083,0.0,1.0,0.0,ranchi,44630,11/25/02,,terrorist,0.874512665,arrested
5733,711607084,0.0,3.0,0.0,doda,44657,11/26/02,,terrorist,0.993265115,killed
5734,711607085,1.0,0.0,0.0,anantnag,44660,11/26/02,,civilian,0.9268093629999999,killed
5735,711607086,1.0,0.0,0.0,pulwama,44661,11/26/02,,civilian,0.9268093629999999,killed
5736,711607087,1.0,0.0,0.0,udhampur,44662,11/26/02,,civilian,0.9268093629999999,killed
5737,711607088,0.0,1.0,0.0,doda,44663,11/26/02,,terrorist,0.9835963640000001,arrested
5738,711607089,0.0,2.0,0.0,west tripura,44676,11/26/02,Tripura,terrorist,0.9991475000000001,killed
5739,711607090,0.0,3.0,0.0,doda,44712,11/27/02,,terrorist,0.9964099909999999,killed
5740,711607091,0.0,3.0,0.0,doda,44716,11/27/02,,terrorist,0.986296182,killed
5741,711607092,1.0,0.0,0.0,rayagada,44738,11/27/02,Orissa,civilian,0.933021223,killed
5742,711607093,0.0,1.0,0.0,warangal,44788,11/28/02,Andhra Pradesh,terrorist,0.9858393540000001,killed
5743,711607094,,12.0,,nalgonda,44792,11/28/02,Andhra Pradesh,civilian,0.703796853,surrendered
5744,711607095,0.0,3.0,0.0,karimnagar,44797,11/28/02,Andhra Pradesh,civilian,0.707255539,killed
5745,711607096,2.0,,,kurukshetra,44840,11/29/02,,civilian,0.869860511,arrested
5746,711607097,0.0,1.0,0.0,udhampur,44867,11/30/02,,terrorist,0.9957888979999999,killed
5747,711607098,1.0,11.0,1.0,rajouri,44869,11/30/02,,civilian,0.9268093629999999,injured
5748,711607099,1.0,0.0,1.0,khammam,44889,11/30/02,Andhra Pradesh,security,0.9987478059999999,killed
5749,711607100,0.0,0.0,1.0,khammam,44889,11/30/02,Andhra Pradesh,civilian,0.707255539,injured
5750,711607101,1.0,0.0,0.0,guntur,44892,11/30/02,Andhra Pradesh,civilian,0.8149756420000001,killed
5751,711607102,0.0,0.0,0.0,jammu,44897,11/30/02,,civilian,0.8901134559999999,killed
5752,711607103,0.0,3.0,1.0,udhampur,44925,12-01-2002,,security,0.901076821,killed
5753,711607104,0.0,0.0,1.0,udhampur,44925,12-01-2002,,security,0.9765368390000001,injured
5754,711607105,0.0,1.0,0.0,doda,44932,12-01-2002,,terrorist,0.99632106,killed
5755,711607106,0.0,0.0,1.0,anantnag,44944,12-01-2002,,security,0.9765368390000001,injured
5756,711607107,0.0,2.0,0.0,ropar,44959,12-01-2002,Punjab,terrorist,0.937433572,arrested
5757,711607108,0.0,0.0,1.0,jammu,44979,12-02-2002,Jammu and Kashmir,security,0.9765368390000001,killed
5758,711607109,0.0,0.0,7.0,jammu,44979,12-02-2002,Jammu and Kashmir,civilian,0.7688387990000001,injured
5759,711607110,1.0,1.0,1.0,baramulla,44984,12-02-2002,Jammu and Kashmir,terrorist,0.980955785,killed
5760,711607111,1.0,0.0,0.0,poonch,44986,12-02-2002,Jammu and Kashmir,civilian,0.706600489,killed
5761,711607112,9.0,9.0,9.0,srinagar,44990,12-02-2002,Jammu and Kashmir,civilian,0.895373713,injured
5762,711607113,3.0,0.0,0.0,baramulla,44991,12-02-2002,Jammu and Kashmir,civilian,0.895373713,injured
5763,711607114,1.0,0.0,0.0,srinagar,44992,12-02-2002,Jammu and Kashmir,civilian,0.895373713,injured
5764,711607115,0.0,2.0,0.0,kupwara,44993,12-02-2002,Jammu and Kashmir,terrorist,0.989791532,arrested
