,_unit_id,civilians,militants_terrorists_insurgents,security_forces,districtmatch,eventid,report_date,state_full,svmlabel1,svmlabel1prob,verb
12758,711614126,0.0,2.0,0.0,kupwara,104030,9/17/06,Jammu and Kashmir,terrorist,0.983039262,killed
12759,711614127,0.0,4.0,0.0,srinagar,104033,9/17/06,Jammu and Kashmir,terrorist,0.9793103409999999,arrested
12760,711614128,0.0,1.0,0.0,doda,104040,9/17/06,Jammu and Kashmir,security,0.914231797,surrendered
12761,711614129,0.0,1.0,0.0,imphal west,104049,9/17/06,Manipur,terrorist,0.997260965,arrested
12762,711614130,0.0,0.0,1.0,churachandpur,104070,9/19/06,Manipur,security,0.99285693,killed
12763,711614131,,2.0,,chandel,104076,9/19/06,Manipur,terrorist,0.9959575390000001,arrested
12764,711614132,0.0,1.0,0.0,bishnupur,104077,9/19/06,Manipur,terrorist,0.997478524,arrested
12765,711614133,0.0,1.0,0.0,anantapur,104078,9/19/06,Andhra Pradesh,terrorist,0.999999816,killed
12766,711614134,0.0,4.0,0.0,north tripura,104093,9/19/06,Tripura,terrorist,0.997154743,wounded
12767,711614135,37.0,0.0,0.0,mumbai,104103,9/19/06,Maharashtra,civilian,0.707255539,injuring
12768,711614136,0.0,3.0,0.0,doda,104155,9/20/06,Jammu and Kashmir,terrorist,0.998095053,killed
12769,711614137,0.0,1.0,1.0,midnapore,104161,9/20/06,West Bengal,civilian,0.707423831,killed
12770,711614138,0.0,1.0,0.0,rajouri,104171,9/20/06,,terrorist,0.990494325,arrested
12771,711614139,200.0,0.0,0.0,mumbai,104173,9/20/06,,civilian,0.749097583,killed
12772,711614140,1.0,0.0,0.0,ahmedabad,104196,9/20/06,Gujarat,civilian,0.723201671,arrested
12773,711614141,2.0,0.0,0.0,ahmedabad,104196,9/20/06,Gujarat,civilian,0.7068617509999999,arrested
12774,711614142,25.0,,,malda,104205,9/20/06,,civilian,0.768610997,arrested
12775,711614143,2.0,0.0,0.0,anantnag,104221,9/21/06,Jammu and Kashmir,civilian,0.9268093629999999,wounded
12776,711614144,0.0,2.0,0.0,baramulla,104223,9/21/06,Jammu and Kashmir,terrorist,0.9975230740000001,killed
12777,711614146,0.0,1.0,0.0,doda,104228,9/21/06,Jammu and Kashmir,terrorist,0.790620863,killed
12778,711614147,2.0,2.0,0.0,kupwara,104230,9/21/06,Jammu and Kashmir,terrorist,0.98387017,arrested
12779,711614148,0.0,1.0,0.0,doda,104234,9/21/06,Jammu and Kashmir,terrorist,0.9956622620000001,arrested
12780,711614149,,,1.0,gondia,104261,9/21/06,Maharashtra,security,0.9987478059999999,killed
12781,711614150,0.0,1.0,0.0,east khasi hills,104269,9/21/06,Meghalaya,civilian,0.707255539,arrested
12782,711614151,1.0,0.0,0.0,imphal west,104272,9/21/06,Manipur,civilian,0.692714576,wounded
12783,711614152,1.0,,,north cachar hills,104278,9/21/06,Assam,civilian,0.9268093629999999,wounded
12784,711614153,0.0,4.0,0.0,anantnag,104299,9/21/06,,civilian,0.8132879120000001,arrested
12785,711614154,0.0,1.0,0.0,rajouri,104345,9/22/06,Jammu and Kashmir,terrorist,0.739819267,killed
12786,711614155,0.0,1.0,0.0,pulwama,104348,9/22/06,Jammu and Kashmir,terrorist,0.993882058,killed
12787,711614156,1.0,0.0,0.0,srinagar,104351,9/22/06,Jammu and Kashmir,civilian,0.822803307,killed
12788,711614157,1.0,0.0,0.0,srinagar,104351,9/22/06,Jammu and Kashmir,civilian,0.947916035,wounded
12789,711614158,0.0,0.0,1.0,anantnag,104353,9/22/06,Jammu and Kashmir,security,0.974686997,injured
12790,711614159,0.0,2.0,0.0,thoubal,104358,9/22/06,Manipur,terrorist,0.993222438,arrested
12791,711614160,0.0,0.0,2.0,west midnapore,104364,9/22/06,West Bengal,security,0.998760497,killed
12792,711614161,0.0,,0.0,west midnapore,104364,9/22/06,West Bengal,security,0.999239746,injured
12793,711614162,4.0,0.0,0.0,mumbai,104400,9/22/06,Maharashtra,civilian,0.895373713,killing
12794,711614163,21.0,,,mumbai,104400,9/22/06,Maharashtra,civilian,0.59703923,injuring
12795,711614164,,3.0,,khammam,104456,9/23/06,Andhra Pradesh,terrorist,0.891428054,killed
12796,711614165,0.0,1.0,0.0,doda,104470,9/23/06,Jammu and Kashmir,terrorist,0.97658721,arrested
12797,711614166,0.0,1.0,0.0,bishnupur,104496,9/23/06,Manipur,terrorist,0.991427595,killed
12798,711614167,0.0,1.0,0.0,baramulla,104537,9/24/06,Jammu and Kashmir,terrorist,0.983285612,killed
12799,711614168,3.0,0.0,3.0,baramulla,104541,9/24/06,Jammu and Kashmir,security,0.978977412,injured
12800,711614169,0.0,1.0,0.0,srinagar,104543,9/24/06,Jammu and Kashmir,terrorist,0.989756778,arrested
12801,711614170,0.0,2.0,0.0,rajouri,104544,9/24/06,Jammu and Kashmir,terrorist,0.952607752,arrested
12802,711614171,0.0,1.0,0.0,baramulla,104597,9/25/06,Jammu and Kashmir,terrorist,0.9795517970000001,killed
12803,711614172,0.0,2.0,0.0,baramulla,104601,9/25/06,Jammu and Kashmir,terrorist,0.997159938,killed
12804,711614173,1.0,0.0,0.0,udhampur,104604,9/25/06,Jammu and Kashmir,civilian,0.84734566,killing
12805,711614174,0.0,0.0,3.0,baramulla,104607,9/25/06,Jammu and Kashmir,security,0.978977412,injured
12806,711614175,0.0,1.0,0.0,doda,104609,9/25/06,Jammu and Kashmir,terrorist,0.9970295490000001,surrendered
12807,711614176,0.0,1.0,0.0,tinsukia,104625,9/25/06,Assam,civilian,0.795875323,killed
12808,711614177,0.0,10.0,0.0,north tripura,104643,9/25/06,Tripura,terrorist,0.9991874740000001,surrendered
12809,711614178,0.0,1.0,0.0,mumbai,104648,9/25/06,,civilian,0.7066646409999999,arrested
12810,711614179,2.0,,,doda,104676,9/26/06,Jammu and Kashmir,civilian,0.96190081,killed
12811,711614180,0.0,0.0,1.0,srinagar,104683,9/26/06,Jammu and Kashmir,security,0.998737733,killed
12812,711614181,6.0,,,srinagar,104683,9/26/06,Jammu and Kashmir,security,0.986923549,wounded
12813,711614182,,0.0,1.0,doda,104685,9/26/06,Jammu and Kashmir,security,0.992740217,injured
12814,711614183,0.0,5.0,0.0,dantewada,104688,9/26/06,,terrorist,0.999998873,killed
12815,711614184,0.0,2.0,0.0,kanker,104689,9/26/06,,terrorist,0.9763175820000001,arrested
12816,711614185,0.0,1.0,0.0,tinsukia,104702,9/26/06,Assam,terrorist,0.998741503,killed
12817,711614186,0.0,0.0,5.0,tinsukia,104702,9/26/06,Assam,terrorist,0.733375022,wounded
12818,711614187,0.0,1.0,0.0,dhalai,104717,9/26/06,Tripura,civilian,0.732607619,arrested
12819,711614188,0.0,2.0,1.0,baramulla,104747,9/27/06,Jammu and Kashmir,terrorist,0.95535808,killed
12820,711614189,0.0,1.0,0.0,doda,104824,9/28/06,Jammu and Kashmir,terrorist,0.9929430109999999,killed
12821,711614190,1.0,0.0,0.0,doda,104827,9/28/06,Jammu and Kashmir,security,0.992740217,injured
12822,711614191,3.0,0.0,0.0,anantnag,104829,9/28/06,Jammu and Kashmir,civilian,0.735516828,wounded
12823,711614192,0.0,2.0,0.0,jammu,104831,9/28/06,Jammu and Kashmir,terrorist,0.986919533,arrested
12824,711614193,1.0,0.0,0.0,imphal west,104837,9/28/06,Manipur,civilian,0.837329002,wounded
12825,711614194,0.0,1.0,0.0,ranchi,104864,9/28/06,Jharkhand,terrorist,0.999187892,arrested
12826,711614195,0.0,1.0,0.0,cooch behar,104887,9/28/06,West Bengal,terrorist,0.995618879,arrested
12827,711614196,0.0,0.0,1.0,udhampur,104907,9/29/06,Jammu and Kashmir,civilian,0.669507321,killed
12828,711614197,0.0,2.0,1.0,udhampur,104907,9/29/06,Jammu and Kashmir,terrorist,0.946645167,injured
12829,711614198,1.0,0.0,0.0,anantnag,104909,9/29/06,Jammu and Kashmir,civilian,0.726490815,wounded
12830,711614199,1.0,0.0,0.0,anantnag,104911,9/29/06,Jammu and Kashmir,civilian,0.949745678,wounded
12831,711614200,0.0,2.0,0.0,anantnag,104913,9/29/06,Jammu and Kashmir,terrorist,0.992803312,arrested
12832,711614201,0.0,1.0,0.0,budgam,104915,9/29/06,Jammu and Kashmir,terrorist,0.990990996,arrested
12833,711614202,1.0,0.0,0.0,imphal west,104939,9/29/06,Manipur,civilian,0.837185794,wounded
12834,711614203,0.0,1.0,0.0,imphal west,104943,9/29/06,Manipur,terrorist,0.997755237,arrested
12835,711614204,0.0,2.0,0.0,karbi anglong,104953,9/29/06,Assam,terrorist,0.9999946409999999,arrested
12836,711614205,0.0,1.0,0.0,east khasi hills,104962,9/29/06,Meghalaya,civilian,0.8506708270000001,arrested
12837,711614206,0.0,1.0,0.0,pulwama,105013,9/30/06,Jammu and Kashmir,terrorist,0.999999738,killed
12838,711614207,1.0,,,doda,105015,9/30/06,Jammu and Kashmir,civilian,0.9449300079999999,killed
12839,711614208,0.0,1.0,0.0,kupwara,105017,9/30/06,Jammu and Kashmir,terrorist,0.994666783,killed
12840,711614209,8.0,0.0,0.0,tinsukia,105032,9/30/06,Assam,civilian,0.895373713,injuring
12841,711614210,,3.0,,mumbai,105044,9/30/06,Maharashtra,civilian,0.938175385,arrested
12842,711614211,3.0,0.0,0.0,dantewada,105086,10-01-2006,,civilian,0.831220843,killed
12843,711614212,1.0,0.0,0.0,baramulla,105087,10-01-2006,Jammu and Kashmir,civilian,0.803502397,injuring
12844,711614213,0.0,0.0,2.0,anantnag,105088,10-01-2006,Jammu and Kashmir,security,0.978977412,injured
12845,711614214,3.0,0.0,0.0,dantewada,105095,10-03-2006,,civilian,0.8149756420000001,killed
12846,711614215,3.0,,,dantewada,105095,10-03-2006,,civilian,0.707255539,killing
12847,711614216,2.0,0.0,1.0,baramulla,105122,10-03-2006,Jammu and Kashmir,security,0.998124496,wounded
12848,711614217,1.0,0.0,0.0,srinagar,105124,10-03-2006,Jammu and Kashmir,civilian,0.845092195,injured
12849,711614218,,3.0,,bishnupur,105148,10-03-2006,Manipur,terrorist,0.9932039979999999,arrested
12850,711614219,0.0,2.0,0.0,thoubal,105174,10-04-2006,Manipur,terrorist,0.997756443,killed
12851,711614220,0.0,2.0,0.0,bishnupur,105176,10-04-2006,Manipur,terrorist,0.96196577,killed
12852,711614221,0.0,2.0,0.0,imphal east,105181,10-04-2006,Manipur,terrorist,0.988699245,arrested
12853,711614222,0.0,2.0,0.0,imphal east,105181,10-04-2006,Manipur,terrorist,0.998935005,arrested
12854,711614223,1.0,,,west tripura,105195,10-04-2006,Tripura,civilian,0.819396227,killing
12855,711614224,2.0,0.0,1.0,west tripura,105195,10-04-2006,Tripura,security,0.999999816,injuring
12856,711614225,0.0,2.0,0.0,budgam,105202,10-04-2006,Jammu and Kashmir,terrorist,0.9922720140000001,killed
12857,711614226,,1.0,,lakhimpur,105207,10-04-2006,Assam,terrorist,0.999997283,killed
12858,711614227,0.0,4.0,0.0,dhemaji,105210,10-04-2006,Assam,terrorist,0.989020199,arrested
12859,711614228,1.0,0.0,0.0,dhemaji,105210,10-04-2006,Assam,civilian,0.748161167,killed
12860,711614229,20.0,0.0,0.0,dhemaji,105210,10-04-2006,Assam,civilian,0.895373713,wounded
12861,711614230,0.0,1.0,0.0,west singhbhum,105218,10-04-2006,Jharkhand,terrorist,0.9930151629999999,arrested
12862,711614231,0.0,3.0,0.0,khammam,105242,10-04-2006,Andhra Pradesh,security,0.983562871,surrendered
12863,711614232,1.0,0.0,0.0,gurdaspur,105250,10-04-2006,Punjab,civilian,0.707058717,arrested
12864,711614233,1.0,0.0,4.0,jammu,105298,10-05-2006,Jammu and Kashmir,security,0.998921072,killed
12865,711614234,0.0,2.0,0.0,anantnag,105310,10-05-2006,Jammu and Kashmir,terrorist,0.995258063,killed
12866,711614235,0.0,1.0,0.0,rajouri,105314,10-05-2006,Jammu and Kashmir,terrorist,0.986530899,injured
12867,711614236,0.0,21.0,0.0,kupwara,105315,10-05-2006,Jammu and Kashmir,terrorist,0.999347425,surrendered
12868,711614237,1.0,0.0,0.0,dantewada,105337,10-05-2006,,civilian,0.925676383,killed
12869,711614238,0.0,1.0,0.0,kupwara,105391,10-06-2006,Jammu and Kashmir,terrorist,0.993620376,killed
12870,711614239,0.0,1.0,0.0,baramulla,105393,10-06-2006,Jammu and Kashmir,terrorist,0.983285612,killed
12871,711614240,0.0,18.0,0.0,west tripura,105441,10-06-2006,Tripura,civilian,0.85489438,arrested
12872,711614241,1.0,0.0,0.0,west tripura,105441,10-06-2006,Tripura,civilian,0.819396227,killing
12873,711614242,3.0,0.0,0.0,west tripura,105441,10-06-2006,Tripura,civilian,0.895373713,injuring
12874,711614243,1.0,0.0,0.0,srinagar,105511,10-07-2006,Jammu and Kashmir,civilian,0.95412589,killed
12875,711614244,0.0,0.0,1.0,rajouri,105514,10-07-2006,Jammu and Kashmir,security,0.992618152,injuring
12876,711614245,,2.0,,rajouri,105515,10-07-2006,Jammu and Kashmir,terrorist,0.986608954,arrested
12877,711614246,,2.0,,anantnag,105516,10-07-2006,Jammu and Kashmir,terrorist,0.9975209620000001,arrested
12878,711614247,0.0,1.0,0.0,anantapur,105517,10-07-2006,Andhra Pradesh,terrorist,0.99999883,killed
12879,711614248,0.0,0.0,1.0,baramulla,105528,10-08-2006,Jammu and Kashmir,civilian,0.8205353009999999,killed
12880,711614249,0.0,0.0,1.0,ramban,105531,10-08-2006,Jammu and Kashmir,security,0.992618152,killed
12881,711614250,0.0,0.0,2.0,ramban,105531,10-08-2006,Jammu and Kashmir,security,0.9987478059999999,injured
12882,711614251,0.0,2.0,0.0,anantnag,105532,10-08-2006,Jammu and Kashmir,terrorist,0.8256218000000001,arrested
12883,711614252,2.0,0.0,0.0,karbi anglong,105534,10-08-2006,Assam,civilian,0.9268093629999999,killed
12884,711614253,3.0,,,karbi anglong,105534,10-08-2006,Assam,civilian,0.7795220359999999,injured
12885,711614254,0.0,1.0,0.0,visakhapatnam,105537,10-08-2006,Andhra Pradesh,terrorist,0.99999883,killed
12886,711614255,0.0,1.0,0.0,visakhapatnam,105537,10-08-2006,Andhra Pradesh,civilian,0.715152025,killed
12887,711614256,0.0,1.0,0.0,adilabad,105541,10-08-2006,Andhra Pradesh,terrorist,0.997596404,surrendered
12888,711614257,,8.0,,zunheboto,105546,10-10-2006,Nagaland,terrorist,0.976245624,killed
12889,711614258,0.0,1.0,0.0,doda,105554,10-10-2006,Jammu and Kashmir,terrorist,0.989206337,arrested
12890,711614259,0.0,1.0,0.0,sibsagar,105559,10-10-2006,Assam,terrorist,0.974313511,killed
12891,711614260,1.0,0.0,0.0,tinsukia,105560,10-10-2006,Assam,civilian,0.895373713,injuring
12892,711614261,0.0,1.0,0.0,bongaigaon,105565,10-10-2006,Assam,terrorist,0.9923897309999999,surrendered
12893,711614262,,3.0,,imphal west,105573,10-10-2006,Manipur,terrorist,0.996665405,arrested
12894,711614263,0.0,1.0,0.0,nalgonda,105581,10-10-2006,Andhra Pradesh,terrorist,0.9964091890000001,arrested
12895,711614264,0.0,1.0,4.0,poonch,105629,10-11-2006,Jammu and Kashmir,security,0.99228792,killed
12896,711614265,,,1.0,poonch,105629,10-11-2006,Jammu and Kashmir,security,0.978977412,injured
12897,711614266,,5.0,,poonch,105705,10-12-2006,Jammu and Kashmir,private,0.291765869,arrested
12898,711614267,0.0,0.0,4.0,poonch,105705,10-12-2006,Jammu and Kashmir,security,0.968603882,killing
12899,711614268,0.0,1.0,0.0,doda,105706,10-12-2006,Jammu and Kashmir,terrorist,0.564509826,arrested
12900,711614269,0.0,1.0,0.0,varanasi,105708,10-12-2006,Uttar Pradesh,terrorist,0.992347072,killed
12901,711614270,0.0,0.0,0.0,tinsukia,105722,10-12-2006,Assam,security,0.998136568,injuring
12902,711614271,0.0,1.0,0.0,gumla,105741,10-12-2006,Jharkhand,terrorist,0.9485842720000001,arrested
12903,711614272,0.0,3.0,0.0,sundergarh,105751,10-12-2006,Orissa,terrorist,0.99999792,arrested
12904,711614273,2.0,0.0,0.0,khammam,105794,10/13/06,Andhra Pradesh,civilian,0.8568399640000001,killed
12905,711614274,0.0,1.0,0.0,kupwara,105797,10/13/06,Jammu and Kashmir,terrorist,0.983285612,killed
12906,711614275,1.0,0.0,0.0,anantnag,105800,10/13/06,Jammu and Kashmir,civilian,0.86216114,wounded
12907,711614276,0.0,1.0,0.0,tamenglong,105806,10/13/06,Manipur,civilian,0.707255539,killed
12908,711614277,0.0,2.0,0.0,pulwama,105871,10/14/06,Jammu and Kashmir,security,0.9909359740000001,killed
12909,711614278,2.0,,,baramulla,105874,10/14/06,Jammu and Kashmir,civilian,0.9415902490000001,wounded
12910,711614279,0.0,7.0,0.0,nagpur,105897,10/14/06,Maharashtra,terrorist,0.9763175820000001,arrested
12911,711614280,0.0,3.0,0.0,gadchiroli,105900,10/14/06,Maharashtra,terrorist,0.974442611,arrested
12912,711614281,3.0,0.0,0.0,mumbai,105917,10/14/06,Maharashtra,civilian,0.7068617509999999,arrested
12913,711614282,3.0,0.0,0.0,mumbai,105917,10/14/06,Maharashtra,civilian,0.7811847740000001,arrested
12914,711614283,0.0,2.0,0.0,pulwama,105921,10/15/06,Jammu and Kashmir,terrorist,0.991284985,killed
12915,711614284,0.0,2.0,0.0,baramulla,105922,10/15/06,Jammu and Kashmir,terrorist,0.9832879809999999,killed
12916,711614285,3.0,,2.0,baramulla,105923,10/15/06,Jammu and Kashmir,security,0.9696438959999999,wounded
12917,711614286,0.0,1.0,0.0,adilabad,105926,10/15/06,Andhra Pradesh,terrorist,0.998968932,killed
12918,711614287,0.0,0.0,1.0,adilabad,105926,10/15/06,Andhra Pradesh,security,0.992618152,injured
12919,711614288,0.0,2.0,0.0,jehanabad,105929,10/15/06,Bihar,terrorist,0.998951631,arrested
12920,711614289,0.0,2.0,0.0,dimapur,105951,10/17/06,Nagaland,terrorist,0.9818183309999999,killed
12921,711614290,,1.0,,mahabubnagar,105959,10/17/06,Andhra Pradesh,civilian,0.649027526,killed
12922,711614291,0.0,1.0,0.0,bongaigaon,105964,10/17/06,Assam,terrorist,0.9991253729999999,killed
12923,711614292,4.0,0.0,0.0,poonch,105969,10/17/06,Jammu and Kashmir,civilian,0.91323259,wounded
12924,711614293,0.0,2.0,0.0,ukhrul,106037,10/18/06,Manipur,terrorist,0.999997998,arrested
12925,711614294,7.0,0.0,3.0,baramulla,106043,10/18/06,Jammu and Kashmir,security,0.9980986209999999,wounded
12926,711614295,0.0,2.0,0.0,kupwara,106046,10/18/06,Jammu and Kashmir,civilian,0.9870173179999999,arrested
12927,711614296,0.0,1.0,0.0,warangal,106058,10/18/06,Andhra Pradesh,security,0.983562871,surrendered
12928,711614297,0.0,1.0,0.0,rohtas,106062,10/18/06,Bihar,terrorist,0.999116551,arrested
12929,711614298,0.0,4.0,0.0,kupwara,106123,10/19/06,Jammu and Kashmir,terrorist,0.9795517970000001,killing
12930,711614299,,1.0,,budgam,106124,10/19/06,Jammu and Kashmir,terrorist,0.9795517970000001,arrested
12931,711614300,0.0,1.0,0.0,dibrugarh,106128,10/19/06,Assam,terrorist,0.951196204,surrendered
12932,711614301,0.0,2.0,0.0,dibrugarh,106130,10/19/06,Assam,civilian,0.850242223,arrested
12933,711614302,0.0,4.0,0.0,rohtas,106142,10/19/06,Bihar,terrorist,0.999995423,arrested
12934,711614303,0.0,1.0,0.0,gurdaspur,106150,10/19/06,Punjab,terrorist,0.9822757940000001,arrested
12935,711614304,0.0,3.0,0.0,kupwara,106172,10/21/06,Jammu and Kashmir,terrorist,0.9795517970000001,killed
12936,711614305,0.0,2.0,0.0,srinagar,106174,10/21/06,Jammu and Kashmir,security,0.8738052909999999,killed
12937,711614306,0.0,7.0,0.0,jammu,106195,10/22/06,Jammu and Kashmir,terrorist,0.9792185259999999,killed
12938,711614307,0.0,3.0,0.0,baramulla,106196,10/22/06,Jammu and Kashmir,terrorist,0.9792185259999999,killed
12939,711614308,0.0,2.0,0.0,baramulla,106197,10/22/06,Jammu and Kashmir,terrorist,0.980639919,killed
12940,711614309,0.0,2.0,0.0,doda,106198,10/22/06,Jammu and Kashmir,terrorist,0.9895318479999999,killed
12941,711614310,1.0,0.0,0.0,doda,106201,10/22/06,Jammu and Kashmir,civilian,0.78258662,killed
12942,711614311,0.0,3.0,0.0,senapati,106202,10/22/06,Manipur,terrorist,0.997163609,killed
12943,711614312,3.0,0.0,0.0,bastar,106210,10/24/06,,civilian,0.9342514009999999,killed
12944,711614313,0.0,2.0,0.0,bastar,106211,10/24/06,,terrorist,0.999025823,killed
12945,711614314,1.0,0.0,0.0,baramulla,106218,10/24/06,Jammu and Kashmir,civilian,0.959394293,killed
12946,711614315,1.0,0.0,1.0,baramulla,106218,10/24/06,Jammu and Kashmir,security,0.5468397220000001,wounded
12947,711614316,1.0,0.0,0.0,kupwara,106220,10/24/06,Jammu and Kashmir,civilian,0.839431853,arrested
12948,711614317,0.0,0.0,1.0,srinagar,106225,10/24/06,Jammu and Kashmir,civilian,0.727230459,wounded
12949,711614318,5.0,0.0,0.0,baramulla,106226,10/24/06,Jammu and Kashmir,civilian,0.9268093629999999,injured
12950,711614319,1.0,0.0,0.0,doda,106231,10/24/06,Jammu and Kashmir,civilian,0.913026951,arrested
12951,711614320,2.0,,,hazaribagh,106233,10/24/06,Jharkhand,civilian,0.770917988,killed
12952,711614321,0.0,0.0,2.0,west tripura,106238,10/24/06,Tripura,security,0.985533167,killed
12953,711614322,0.0,0.0,1.0,rayagada,106241,10/24/06,Orissa,security,0.9910315409999999,killed
12954,711614323,1.0,,1.0,koraput,106242,10/24/06,Orissa,terrorist,0.983052397,killed
12955,711614324,0.0,12.0,0.0,north cachar hills,106252,10/24/06,Assam,terrorist,0.89688946,arrested
12956,711614325,0.0,809.0,0.0,north tripura,106265,10/24/06,Tripura,terrorist,0.998075809,surrendered
12957,711614326,,,1.0,darrang,106324,10/25/06,Assam,security,0.9987478059999999,killing
12958,711614327,3.0,0.0,2.0,darrang,106324,10/25/06,Assam,security,0.996426906,wounded
12959,711614328,0.0,1.0,0.0,imphal west,106356,10/25/06,Manipur,terrorist,0.999124758,arrested
12960,711614329,3.0,0.0,0.0,baramulla,106397,10/26/06,Jammu and Kashmir,civilian,0.447069493,arrested
12961,711614330,0.0,1.0,0.0,darjeeling,106401,10/26/06,West Bengal,terrorist,0.9983627909999999,killed
12962,711614331,0.0,0.0,1.0,dhalai,106407,10/26/06,Tripura,security,0.986569516,killed
12963,711614332,0.0,0.0,0.0,dhalai,106407,10/26/06,Tripura,security,0.777718325,injured
12964,711614333,0.0,4.0,0.0,dewas,106435,10/26/06,Madhya Pradesh,civilian,0.81508861,arrested
12965,711614334,4.0,0.0,0.0,dewas,106435,10/26/06,Madhya Pradesh,civilian,0.32669010800000003,arrested
12966,711614335,0.0,3.0,0.0,zunheboto,106458,10/27/06,Nagaland,terrorist,0.999997336,killed
12967,711614336,0.0,2.0,0.0,dhalai,106459,10/27/06,Tripura,security,0.986569516,killed
12968,711614337,0.0,2.0,0.0,mysore,106463,10/27/06,,terrorist,0.99714985,arrested
12969,711614338,0.0,0.0,0.0,mysore,106464,10/27/06,,civilian,0.707255539,arresting
12970,711614339,3.0,0.0,0.0,sonitpur,106494,10/28/06,Assam,civilian,0.9015953390000001,killed
12971,711614340,,2.0,1.0,poonch,106514,10/28/06,Jammu and Kashmir,security,0.86593787,killed
12972,711614341,0.0,0.0,0.0,pulwama,106516,10/28/06,Jammu and Kashmir,civilian,0.9268093629999999,killed
12973,711614342,0.0,3.0,0.0,imphal west,106529,10/28/06,Manipur,terrorist,0.9999998059999999,arrested
12974,711614343,1.0,0.0,0.0,dimapur,106533,10/28/06,Nagaland,civilian,0.729049697,injured
12975,711614344,0.0,4.0,0.0,dhalai,106542,10/28/06,Tripura,terrorist,0.9830412629999999,arrested
12976,711614345,0.0,0.0,2.0,dhalai,106542,10/28/06,Tripura,security,0.979568178,killed
12977,711614346,1.0,,,udhampur,106563,10/29/06,Jammu and Kashmir,civilian,0.9268093629999999,injured
12978,711614347,1.0,0.0,0.0,baramulla,106565,10/29/06,Jammu and Kashmir,civilian,0.9410410640000001,killed
12979,711614348,,1.0,,poonch,106566,10/29/06,Jammu and Kashmir,terrorist,0.9795517970000001,killed
12980,711614349,1.0,,,ganderbal,106568,10/29/06,Jammu and Kashmir,civilian,0.906739286,injured
12981,711614350,0.0,1.0,0.0,doda,106570,10/29/06,Jammu and Kashmir,terrorist,0.9999963390000001,arrested
12982,711614351,0.0,1.0,0.0,baramulla,106638,10/31/06,Jammu and Kashmir,terrorist,0.9795517970000001,killed
12983,711614352,1.0,,,prakasam,106642,10/31/06,Andhra Pradesh,civilian,0.653953955,killed
12984,711614353,1.0,0.0,0.0,malkangiri,106651,10/31/06,Orissa,civilian,0.7332296079999999,killed
12985,711614354,1.0,0.0,0.0,senapati,106658,10/31/06,Manipur,civilian,0.833859882,injured
12986,711614355,0.0,1.0,0.0,goalpara,106669,10/31/06,Assam,terrorist,0.992915819,arrested
12987,711614356,0.0,1.0,0.0,jammu,106681,10/31/06,,terrorist,0.99355459,arrested
12988,711614357,0.0,2.0,0.0,imphal west,106759,11-01-2006,Manipur,terrorist,0.990743866,arrested
12989,711614358,,1.0,,udhampur,106815,11-02-2006,Jammu and Kashmir,terrorist,0.9792185259999999,surrendered
12990,711614359,0.0,0.0,3.0,senapati,106823,11-02-2006,Manipur,security,0.976125832,injured
12991,711614360,0.0,4.0,0.0,nizamabad,106828,11-02-2006,Andhra Pradesh,civilian,0.895373713,arrested
12992,711614361,0.0,1.0,0.0,dhubri,106834,11-02-2006,Assam,terrorist,0.998805707,arrested
12993,711614362,0.0,0.0,1.0,srinagar,106923,11-03-2006,Jammu and Kashmir,security,0.999992584,killed
12994,711614363,0.0,0.0,2.0,srinagar,106923,11-03-2006,Jammu and Kashmir,security,0.999994385,wounded
12995,711614364,0.0,1.0,0.0,kupwara,106929,11-03-2006,Jammu and Kashmir,civilian,0.707255539,arrested
12996,711614365,0.0,1.0,0.0,kanker,106949,11-03-2006,,terrorist,0.996822305,killed
12997,711614366,0.0,3.0,0.0,kanker,106949,11-03-2006,,terrorist,0.970006323,arrested
12998,711614367,,3.0,,dibrugarh,106987,11-04-2006,Assam,terrorist,0.99908227,killed
12999,711614368,0.0,2.0,0.0,cachar,106995,11-04-2006,Assam,civilian,0.706689068,arrested
13000,711614369,,1.0,,tinsukia,106996,11-04-2006,Assam,terrorist,0.989274075,arrested
13001,711614370,0.0,1.0,0.0,anantnag,106997,11-04-2006,Jammu and Kashmir,security,0.593505313,killed
13002,711614371,0.0,1.0,0.0,anantnag,106999,11-04-2006,Jammu and Kashmir,civilian,0.7282881309999999,killed
13003,711614372,0.0,1.0,0.0,poonch,107002,11-04-2006,Jammu and Kashmir,terrorist,0.996060905,killed
13004,711614373,1.0,0.0,0.0,west tripura,107060,11-04-2006,Tripura,terrorist,0.55500268,arrested
13005,711614374,0.0,1.0,0.0,pulwama,107108,11-05-2006,Jammu and Kashmir,terrorist,0.9792185259999999,arrested
13006,711614375,1.0,0.0,0.0,rajouri,107109,11-05-2006,Jammu and Kashmir,civilian,0.90688791,injured
13007,711614376,3.0,0.0,0.0,baramulla,107141,11-06-2006,Jammu and Kashmir,civilian,0.7795220359999999,wounded
13008,711614377,0.0,2.0,0.0,doda,107143,11-06-2006,Jammu and Kashmir,terrorist,0.995324897,killed
13009,711614378,0.0,2.0,0.0,pulwama,107146,11-06-2006,Jammu and Kashmir,terrorist,0.991556277,arrested
13010,711614379,0.0,10.0,0.0,jamui,107177,11-06-2006,Bihar,terrorist,0.999998947,arrested
13011,711614380,,6.0,,indore,107179,11-06-2006,,terrorist,0.9799674709999999,arrested
